average_failed_link_count,control_command_loss_pass_rate,estimated_subnet_paralysis_risk,failed_runs,max_failed_link_count,n_runs,risk_ci95_high,risk_ci95_low,risk_passed,risk_target,route_convergence_pass_rate,science_data_interruption_pass_rate,stochastic_enabled,video_success_pass_rate
0.04,0.36,0.0,0,1.0,50,0.07135003417431873,0.0,True,0.01,1.0,1.0,True,1.0
