applicable_indicator_count,cascading_fault_prediction_accuracy,control_command_loss_rate,dust_gain_loss_quantification_error_pct,experiment_type,fault_propagation_delay_error_pct,indicator_pass_count,indicator_total_count,mutation_parameters,not_applicable_indicator_count,predicted_gain_loss_db,reference_gain_loss_db,relay_handover_delay_disturbance_ms,resource_contention_resolution_rate,rf_lifetime_prediction_error_pct,route_convergence_time_ms,run_id,science_data_interruption_s,stochastic_enabled,stochastic_failed_link_count,stochastic_failed_links,subnet_paralysis_probability,video_return_success_rate
14,1.0,1.5061734755965616e-05,3.0945970951165447,monte_carlo,1.4848667435828018,13,14,"{""backup_link_availability"": 0.9940627513263615, ""buffer_overflow_severity"": 0.7791355330890944, ""dust_level"": 0.8803157994041283, ""main_hub_failure_severity"": 0.9144669302565087, ""relay_handover_extra_delay_ms"": 94.1090122733964}",0,2.8215222296813023,2.911625301688018,35.0,1.0,3.9060287178272883,35.0,30,0.45499999999999996,True,0,,0.0,0.9999150937759885
14,1.0,1.3731577398745642e-05,3.2304213625626272,monte_carlo,1.4848667435828018,13,14,"{""backup_link_availability"": 0.9952788199826237, ""buffer_overflow_severity"": 0.24068557964495246, ""dust_level"": 0.7461470510675442, ""main_hub_failure_severity"": 0.98774997664646, ""relay_handover_extra_delay_ms"": 68.73759010614906}",0,2.3138095501221776,2.391050558142072,35.0,1.0,3.9060287178272883,35.0,31,0.45499999999999996,True,0,,0.0,0.9999225921083971
14,1.0,7.706299338687826e-06,3.4868211692258044,monte_carlo,1.4848667435828018,14,14,"{""backup_link_availability"": 0.9974540912677196, ""buffer_overflow_severity"": 0.7653096947677627, ""dust_level"": 0.1384016732601153, ""main_hub_failure_severity"": 0.7969755682317432, ""relay_handover_extra_delay_ms"": 178.75953913526504}",0,0.36391331793510173,0.37706075205872747,35.0,1.0,3.9060287178272883,35.0,32,0.45499999999999996,True,0,,0.0,0.9999565577870292
14,1.0,7.565149148724969e-06,3.422438180200122,monte_carlo,1.4848667435828018,14,14,"{""backup_link_availability"": 0.9980205455717265, ""buffer_overflow_severity"": 0.7991679126952175, ""dust_level"": 0.12416452946696745, ""main_hub_failure_severity"": 0.843198466201731, ""relay_handover_extra_delay_ms"": 147.90401473753383}",0,0.32510640368882854,0.33662726368618756,35.0,1.0,3.9060287178272883,35.0,33,0.45499999999999996,True,0,,0.0,0.9999573534807946
14,1.0,1.0943623280992299e-05,3.2258027861718124,monte_carlo,1.4848667435828018,13,14,"{""backup_link_availability"": 0.9992972881707622, ""buffer_overflow_severity"": 0.21063076016018123, ""dust_level"": 0.46493634232015923, ""main_hub_failure_severity"": 0.8451454668100569, ""relay_handover_extra_delay_ms"": 128.80935171510237}",0,1.340314118001639,1.3849912028101223,35.0,1.0,3.9060287178272883,35.0,34,0.45499999999999996,True,0,,0.0,0.9999383083301967
14,1.0,7.781527619759032e-06,3.483559662705128,monte_carlo,1.4848667435828018,14,14,"{""backup_link_availability"": 0.9983298410627527, ""buffer_overflow_severity"": 0.4788157217197504, ""dust_level"": 0.14598959169552445, ""main_hub_failure_severity"": 0.8981804729667773, ""relay_handover_extra_delay_ms"": 58.582613312142854}",0,0.3847246079016512,0.3986104404152895,35.0,1.0,3.9060287178272883,35.0,35,0.45499999999999996,True,0,,0.0,0.9999561337091868
14,1.0,1.3580570453850526e-05,3.1739490328727338,monte_carlo,1.4848667435828018,13,14,"{""backup_link_availability"": 0.9963245909657785, ""buffer_overflow_severity"": 0.7853160434504404, ""dust_level"": 0.7309154867763306, ""main_hub_failure_severity"": 0.8700030258655871, ""relay_handover_extra_delay_ms"": 180.42544540237677}",0,2.2579371179260623,2.3319520886921628,35.0,1.0,3.9060287178272883,35.0,36,0.45499999999999996,True,1,lander_main_hub->relay_backup_1,0.0,0.9999234433618732
14,1.0,1.420690506618527e-05,3.300065336162822,monte_carlo,1.4848667435828018,13,14,"{""backup_link_availability"": 0.9968324571264712, ""buffer_overflow_severity"": 0.1013948909144038, ""dust_level"": 0.7940917948927365, ""main_hub_failure_severity"": 0.9717981109706637, ""relay_handover_extra_delay_ms"": 128.6809694272479}",0,2.492030967003073,2.5770761641838176,35.0,1.0,3.9060287178272883,35.0,37,0.45499999999999996,True,0,,0.0,0.9999199126011212
14,1.0,1.4132429044328986e-05,3.2990757465286356,monte_carlo,1.4848667435828018,13,14,"{""backup_link_availability"": 0.9966651063828965, ""buffer_overflow_severity"": 0.36683900046199436, ""dust_level"": 0.7865796391178503, ""main_hub_failure_severity"": 0.9962583059934735, ""relay_handover_extra_delay_ms"": 145.32483230997784}",0,2.463870892106838,2.5479289997772594,35.0,1.0,3.9060287178272883,35.0,38,0.45499999999999996,True,0,,0.0,0.9999203324357274
14,1.0,1.0402351471991978e-05,3.34813647316811,monte_carlo,1.4848667435828018,13,14,"{""backup_link_availability"": 0.9977594372181896, ""buffer_overflow_severity"": 0.1577846277380317, ""dust_level"": 0.41034045462250285, ""main_hub_failure_severity"": 0.9571607901876371, ""relay_handover_extra_delay_ms"": 117.0630340950473}",0,1.1655409545889988,1.2059166911618093,35.0,1.0,3.9060287178272883,35.0,39,0.45499999999999996,True,0,,0.0,0.99994135958608
14,1.0,9.293956459739405e-06,3.4620833618168243,monte_carlo,1.4848667435828018,14,14,"{""backup_link_availability"": 0.9967844965315511, ""buffer_overflow_severity"": 0.6066939999158363, ""dust_level"": 0.29854137219804716, ""main_hub_failure_severity"": 0.8312505063276675, ""relay_handover_extra_delay_ms"": 181.42111286239398}",0,0.8220838545926559,0.8515657714820635,35.0,1.0,3.9060287178272883,35.0,40,0.45499999999999996,True,0,,0.0,0.9999476078322013
14,1.0,9.989817973270476e-06,3.178405987251938,monte_carlo,1.4848667435828018,14,14,"{""backup_link_availability"": 0.9983295119324742, ""buffer_overflow_severity"": 0.3671393345967895, ""dust_level"": 0.36872992402657173, ""main_hub_failure_severity"": 0.8371366444208199, ""relay_handover_extra_delay_ms"": 160.64795045534262}",0,1.0354431917281837,1.0694341508071552,35.0,1.0,3.9060287178272883,35.0,41,0.45499999999999996,True,0,,0.0,0.9999436851197963
14,1.0,1.0299876573531818e-05,3.3310681179288397,monte_carlo,1.4848667435828018,13,14,"{""backup_link_availability"": 0.9986264905912229, ""buffer_overflow_severity"": 0.5388137674907135, ""dust_level"": 0.4000042359326827, ""main_hub_failure_severity"": 0.8300086395190206, ""relay_handover_extra_delay_ms"": 29.07245985435982}",0,1.1329733127031592,1.1720138938591993,29.07245985435982,1.0,3.9060287178272883,35.0,42,0.45499999999999996,True,0,,0.0,0.9999419372574607
14,1.0,1.2726972827641346e-05,3.307679547378809,monte_carlo,1.4848667435828018,13,14,"{""backup_link_availability"": 0.9941194644460346, ""buffer_overflow_severity"": 0.3357859534509797, ""dust_level"": 0.6448160581011542, ""main_hub_failure_severity"": 0.8503112129856838, ""relay_handover_extra_delay_ms"": 134.82338102111248}",0,1.9488773915883568,2.015545166840109,35.0,1.0,3.9060287178272883,35.0,43,0.45499999999999996,True,0,,0.0,0.9999282552484894
14,1.0,9.476407383282036e-06,3.330547834626956,monte_carlo,1.4848667435828018,14,14,"{""backup_link_availability"": 0.9951545226263583, ""buffer_overflow_severity"": 0.7460235758113446, ""dust_level"": 0.3169443993523927, ""main_hub_failure_severity"": 0.8866028031645163, ""relay_handover_extra_delay_ms"": 66.08909377460388}",0,0.8772858869366733,0.9075109740312739,35.0,1.0,3.9060287178272883,35.0,44,0.45499999999999996,True,0,,0.0,0.9999465793191084
14,1.0,1.0580886045197247e-05,3.344376074589451,monte_carlo,1.4848667435828018,13,14,"{""backup_link_availability"": 0.9982801071659587, ""buffer_overflow_severity"": 0.33712257823517777, ""dust_level"": 0.4283485037550189, ""main_hub_failure_severity"": 0.8536556192355638, ""relay_handover_extra_delay_ms"": 177.8369538231458}",0,1.2226773004294285,1.264983092316462,35.0,1.0,3.9060287178272883,35.0,45,0.45499999999999996,True,0,,0.0,0.9999403531513225
14,1.0,8.804960181070242e-06,3.5486132758939215,monte_carlo,1.4848667435828018,14,14,"{""backup_link_availability"": 0.9965142514097108, ""buffer_overflow_severity"": 0.1552915721314813, ""dust_level"": 0.24921849415110883, ""main_hub_failure_severity"": 0.8023060556328758, ""relay_handover_extra_delay_ms"": 126.03397126411546}",0,0.6767262919228069,0.7016242222193709,35.0,1.0,3.9060287178272883,35.0,46,0.45499999999999996,True,0,,0.0,0.9999503644049134
14,1.0,7.857969173459266e-06,3.4588209147605826,monte_carlo,1.4848667435828018,14,14,"{""backup_link_availability"": 0.9973334514364771, ""buffer_overflow_severity"": 0.4973378732199024, ""dust_level"": 0.15369988854947902, ""main_hub_failure_severity"": 0.8658659760027583, ""relay_handover_extra_delay_ms"": 61.8896232311162}",0,0.40596307577612095,0.4205076834805204,35.0,1.0,3.9060287178272883,35.0,47,0.45499999999999996,True,0,,0.0,0.9999557027918996
14,1.0,1.5154282166900401e-05,3.051667730363942,monte_carlo,1.4848667435828018,13,14,"{""backup_link_availability"": 0.998038378513037, ""buffer_overflow_severity"": 0.7373226980085584, ""dust_level"": 0.8896507785336567, ""main_hub_failure_severity"": 0.7963145460006452, ""relay_handover_extra_delay_ms"": 197.67980418128442}",0,2.8578865854724227,2.947845020710588,35.0,1.0,3.9060287178272883,35.0,48,0.45499999999999996,True,0,,0.0,0.9999145720702124
14,1.0,1.0706357457284098e-05,3.318886812906849,monte_carlo,1.4848667435828018,13,14,"{""backup_link_availability"": 0.9942019350308163, ""buffer_overflow_severity"": 0.6662657630170226, ""dust_level"": 0.4410042943053758, ""main_hub_failure_severity"": 0.9597401828507002, ""relay_handover_extra_delay_ms"": 4.354826332150363}",0,1.263133025412485,1.3064940853216327,4.354826332150363,1.0,3.9060287178272883,35.0,49,0.45499999999999996,True,0,,0.0,0.9999396458442198
